dataset,reducer,n_components,classifier,accuracy_mean,bac_mean,precision_mean,recall_mean,gmean_pdf_mean,accuracy_std,bac_std,precision_std,recall_std,gmean_pdf_std,n_samples,n_features,n_classes,name
synthetic,none,5,rf,0.9065000000000001,0.9064935248381211,0.902810663534596,0.9106984924623115,0.9066623176358348,0.008023403267940609,0.00802014807532373,0.012160402349995391,0.01974534219558497,0.008855330687838303,2000,20,2,syn_E1_f20_inf40
synthetic,none,5,svm_rbf,0.923,0.923026338158454,0.9090317739919918,0.9397939698492463,0.9242245775716839,0.0020916500663351973,0.0020839476200038886,0.00928950360703001,0.01472649482247281,0.003039380098742167,2000,20,2,syn_E1_f20_inf40
synthetic,pca,5,knn,0.8550000000000001,0.8550727268181705,0.8318861208840638,0.8886180904522613,0.8597314323504573,0.010752906583803267,0.010705435064506608,0.0032340209934170446,0.024153205039998335,0.012835673881746083,2000,20,2,syn_E1_f20_inf40
synthetic,pca,5,logreg,0.7020000000000001,0.7019878121953049,0.6956966961711365,0.7140502512562814,0.7046183086909372,0.021894634045811292,0.021911358910703106,0.015729017321333024,0.04650816344947132,0.02898932762998834,2000,20,2,syn_E1_f20_inf40
synthetic,pca,5,mlp,0.8965,0.8964985249631241,0.8850561031114564,0.9117035175879398,0.8980801823816545,0.017730623226497166,0.01776128277873781,0.02618869289249611,0.02821020894087216,0.017150315550614748,2000,20,2,syn_E1_f20_inf40
synthetic,pca,5,rf,0.8455,0.8454926748168704,0.834563276172625,0.8615276381909547,0.8477436424356224,0.011645814698852097,0.011648981143792314,0.01796074837396265,0.029030591547100935,0.01264368836322462,2000,20,2,syn_E1_f20_inf40
synthetic,pca,5,svm_rbf,0.8469999999999999,0.8470551638790971,0.82471778842851,0.8805879396984926,0.8520389590401466,0.009905806378079463,0.0099122225568197,0.011237896030821096,0.0298060678684008,0.0124058094854277,2000,20,2,syn_E1_f20_inf40
synthetic,ccpca,10,knn,0.905,0.904955961399035,0.9012370072212252,0.9096482412060303,0.9051793980249283,0.01723006094011278,0.01724528941448867,0.019624562552831768,0.0388922486476883,0.01903801912733168,2000,20,2,syn_E1_f20_inf40
synthetic,ccpca,10,logreg,0.5015,0.5,0.0,0.0,0.0,0.001369306393762886,0.0,0.0,0.0,0.0,2000,20,2,syn_E1_f20_inf40
synthetic,ccpca,10,mlp,0.9455,0.9454891747293683,0.940694739249226,0.9508241206030151,0.9456841059009331,0.012170661444638067,0.012167556534605491,0.015437989721570509,0.018971749380691634,0.012294344551171189,2000,20,2,syn_E1_f20_inf40
synthetic,ccpca,10,rf,0.908,0.9079810870271757,0.9070327297672159,0.9086984924623115,0.9078281125885704,0.00925337776166089,0.009248457037521944,0.011912702742536708,0.014572695372439501,0.009598497695348379,2000,20,2,syn_E1_f20_inf40
synthetic,ccpca,10,svm_rbf,0.9189999999999999,0.9190388509712744,0.8993184625545506,0.9438090452261306,0.9212017369668246,0.013761358944522867,0.013769329134694318,0.02293286284194914,0.014029571196507723,0.012473322449778333,2000,20,2,syn_E1_f20_inf40
synthetic,ica,10,knn,0.9199999999999999,0.9200062126553163,0.916413489258424,0.923748743718593,0.9200640426324929,0.009185586535436933,0.009182389748375123,0.008841273150719732,0.01214301618626717,0.009504144488223218,2000,20,2,syn_E1_f20_inf40
synthetic,ica,10,logreg,0.71,0.7099579364484112,0.7099626347712501,0.7060452261306532,0.7078093952242113,0.02284458360312132,0.0229280580695091,0.015554443101295647,0.04769557560851911,0.030485711630920693,2000,20,2,syn_E1_f20_inf40
synthetic,ica,10,mlp,0.9440000000000002,0.943976711917798,0.9440990932166917,0.943819095477387,0.9438894250549014,0.012067518386147152,0.012086585227757685,0.016178052752867027,0.018973268353058514,0.012169076809333733,2000,20,2,syn_E1_f20_inf40
synthetic,ica,10,rf,0.9100000000000001,0.9099811120278007,0.9067870544747947,0.9137035175879398,0.9101559812635271,0.015811388300841916,0.015797734763088336,0.02062928554694412,0.021869341537650844,0.016135360914440587,2000,20,2,syn_E1_f20_inf40
synthetic,ica,10,svm_rbf,0.9289999999999999,0.9289913622840571,0.9255705364197351,0.9327638190954775,0.9291011216528418,0.008403868156985794,0.008402698365715973,0.012790190294449534,0.016256698867675765,0.008719391378348275,2000,20,2,syn_E1_f20_inf40
synthetic,kpca,10,knn,0.9105000000000001,0.9105035750893773,0.9049907662051018,0.916718592964824,0.9108127807709241,0.01362442659343872,0.013610235799613827,0.013875250984409455,0.017407106983964117,0.013918513349740624,2000,20,2,syn_E1_f20_inf40
synthetic,kpca,10,logreg,0.748,0.7479660991524788,0.7415644093386644,0.7591859296482412,0.7500456502673095,0.01545153714036243,0.015488751406904852,0.009882186628698717,0.04473390923887633,0.022456609747951876,2000,20,2,syn_E1_f20_inf40
synthetic,kpca,10,mlp,0.9390000000000001,0.9390167129178228,0.9273267135565477,0.9528592964824121,0.9399369494438622,0.013986600730699352,0.014007195047765774,0.02279163426935721,0.011003395854705273,0.012840904728021364,2000,20,2,syn_E1_f20_inf40
synthetic,kpca,10,rf,0.8865000000000001,0.8864582239555989,0.8868477294747861,0.8856030150753769,0.8860941834711692,0.009778803607803959,0.009810080826784683,0.012410217148888963,0.026190885355311277,0.011405878371698212,2000,20,2,syn_E1_f20_inf40
synthetic,kpca,10,svm_rbf,0.917,0.9170011625290633,0.9071088902277735,0.9287336683417085,0.9177503610378711,0.011645814698852144,0.011642919354835685,0.0095380903015108,0.02747311138542058,0.012881632045587064,2000,20,2,syn_E1_f20_inf40
synthetic,none,10,knn,0.925,0.9250013625340634,0.9159619911765622,0.9357738693467337,0.9257154720797335,0.006123724356957962,0.006135567712190335,0.013981399899877015,0.01869873824754492,0.006470218822826593,2000,20,2,syn_E1_f20_inf40
synthetic,none,10,logreg,0.7125,0.71244796119903,0.7136032109682704,0.7060402010050252,0.7096502432200051,0.02263846284534356,0.02271069697184848,0.016447480501899897,0.04499598266622916,0.029456126701351084,2000,20,2,syn_E1_f20_inf40
synthetic,none,10,mlp,0.9460000000000001,0.9460217630440759,0.9379900232490967,0.9548743718592965,0.9463880440872472,0.012942179105544772,0.012950005119156872,0.01389018186257402,0.012718495181975984,0.01272771663847687,2000,20,2,syn_E1_f20_inf40
synthetic,none,10,rf,0.9065000000000001,0.9064935248381211,0.902810663534596,0.9106984924623115,0.9066623176358348,0.008023403267940609,0.00802014807532373,0.012160402349995391,0.01974534219558497,0.008855330687838303,2000,20,2,syn_E1_f20_inf40
synthetic,none,10,svm_rbf,0.923,0.923026338158454,0.9090317739919918,0.9397939698492463,0.9242245775716839,0.0020916500663351973,0.0020839476200038886,0.00928950360703001,0.01472649482247281,0.003039380098742167,2000,20,2,syn_E1_f20_inf40
synthetic,pca,10,knn,0.925,0.9250013625340634,0.9159619911765622,0.9357738693467337,0.9257154720797335,0.006123724356957962,0.006135567712190335,0.013981399899877015,0.01869873824754492,0.006470218822826593,2000,20,2,syn_E1_f20_inf40
synthetic,pca,10,logreg,0.7125,0.71244796119903,0.7136032109682704,0.7060402010050252,0.7096502432200051,0.02263846284534356,0.02271069697184848,0.016447480501899897,0.04499598266622916,0.029456126701351084,2000,20,2,syn_E1_f20_inf40
synthetic,pca,10,mlp,0.9540000000000001,0.9540043501087527,0.9486489931070914,0.9598743718592964,0.9541770696835993,0.012196310917650496,0.012236652025794591,0.013637541597938743,0.021032372018160127,0.01238648831742839,2000,20,2,syn_E1_f20_inf40
synthetic,pca,10,rf,0.914,0.9139835995899898,0.9113050448242126,0.9167035175879397,0.9139337178533754,0.012449899597988744,0.012467151361706414,0.008965357872488604,0.024397537371674997,0.013553180464303337,2000,20,2,syn_E1_f20_inf40
synthetic,pca,10,svm_rbf,0.923,0.923026338158454,0.9090317739919918,0.9397939698492463,0.9242245775716839,0.0020916500663351973,0.0020839476200038886,0.00928950360703001,0.01472649482247281,0.003039380098742167,2000,20,2,syn_E1_f20_inf40
