repeat,fold,accuracy,bac,precision,recall,gmean_pdf,dataset,classifier,reducer,n_components
1,1,0.9543429844097996,0.9540538638346195,0.9550930932405185,0.9540538638346195,0.9545733371134327,digits,knn,ica,19.0
2,0,0.9276974416017798,0.927498414023017,0.9296029329030008,0.927498414023017,0.9285500772379907,digits,knn,ica,19.0
2,1,0.923162583518931,0.9228853018498926,0.9274912159805748,0.9228853018498926,0.9251853926772498,digits,knn,ica,19.0
3,0,0.96440489432703,0.9641851247895417,0.9645986972584089,0.9641851247895417,0.9643918888542812,digits,knn,ica,19.0
3,1,0.9309576837416481,0.9307110952861674,0.9323577007619743,0.9307110952861674,0.9315340342009356,digits,knn,ica,19.0
4,0,0.9532814238042269,0.953020121210745,0.9538920493916526,0.953020121210745,0.9534559856297503,digits,knn,ica,19.0
4,1,0.9354120267260579,0.935372381438281,0.935313567380514,0.935372381438281,0.9353429739471214,digits,knn,ica,19.0
0,0,0.9510567296996663,0.950897537608115,0.951918411019343,0.950897537608115,0.9514078373873756,digits,knn,ica,32.0
0,1,0.9465478841870824,0.9460223590681958,0.9492746726068477,0.9460223590681958,0.9476471206009225,digits,knn,ica,32.0
1,0,0.946607341490545,0.9463795587081136,0.9477493458690225,0.9463795587081136,0.9470642046394895,digits,knn,ica,32.0
1,1,0.9409799554565702,0.9406644511090884,0.9423521681341219,0.9406644511090884,0.9415079314532316,digits,knn,ica,32.0
2,0,0.9098998887652948,0.9092906508016931,0.9116802277959154,0.9092906508016931,0.9104846553652531,digits,knn,ica,32.0
2,1,0.9465478841870824,0.9462896785779306,0.9473802772106164,0.9462896785779306,0.9468348208704118,digits,knn,ica,32.0
3,0,0.9610678531701891,0.9609009058873452,0.9612546734953533,0.9609009058873452,0.9610777734138529,digits,knn,ica,32.0
3,1,0.9142538975501113,0.9139047737895506,0.9151976220976119,0.9139047737895506,0.914550969490412,digits,knn,ica,32.0
4,0,0.9388209121245829,0.9383585883314671,0.9403138659203816,0.9383585883314671,0.939335718374189,digits,knn,ica,32.0
4,1,0.9265033407572383,0.9263729800400793,0.9287064755942209,0.9263729800400793,0.927538993993642,digits,knn,ica,32.0
0,0,0.9343715239154616,0.9342016728804795,0.9358247601491844,0.9342016728804795,0.9350128643255886,digits,knn,ica,44.0
